"","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"1",-1.69630655371262,-0.0750381926145696,0.147305642236018,0.00542073836542547,0.105207691822107,-0.402128330553358
"2",-1.62412192462593,-0.209531832157396,-0.00187014378896893,0.00542073836542547,0.105207691822107,-0.402128330553358
"3",-1.55194068815235,-0.215485387027546,-0.187881826188839,0.00542073836542547,0.105207691822107,-0.402128330553358
"4",-1.47975605906567,-0.385700355791275,-0.623431792315321,0.00542073836542547,0.105207691822107,-0.402128330553358
"5",-1.40757482259209,-0.470836190434426,-1.01663069089064,0.00542073836542547,0.105207691822107,-0.402128330553358
"6",-1.3353901935054,-0.5082868855938,-1.28643459799675,0.00542073836542547,0.105207691822107,-0.402128330553358
"7",-1.26320556441871,-0.5082868855938,-1.50743759651277,0.00542073836542547,0.105207691822107,-0.402128330553358
"8",-1.19102432794513,-0.5082868855938,-1.62530503707243,0.00542073836542547,0.105207691822107,-0.402128330553358
"9",-1.11883969885845,-0.5082868855938,-1.73580653633044,0.00542073836542547,0.105207691822107,-0.402128330553358
"10",-1.04665846238487,-0.5082868855938,-1.70081522021429,0.00542073836542547,0.105207691822107,-0.402128330553358
"11",-0.97447383329818,-0.417197496080499,-1.52493634950416,0.00542073836542547,0.105207691822107,-0.402128330553358
"12",-0.902289204211493,-0.26144116057285,-1.25604854266079,0.00542073836542547,0.105207691822107,-0.402128330553358
"13",-0.830107967737914,-0.215485387027546,-0.721962089491493,0.00542073836542547,0.105207691822107,-0.402128330553358
"14",-0.757923338651227,-0.470836190434426,-0.15472890046478,0.00542073836542547,0.105207691822107,-0.402128330553358
"15",-0.685742102177648,-0.516791963979729,-0.081063297581653,0.00542073836542547,0.105207691822107,-0.402128330553358
"16",-0.613557473090961,-0.521044503172694,0.290037777088722,0.00542073836542547,0.105207691822107,-0.402128330553358
"17",-0.541372844004275,-0.516791963979729,0.451184765195548,0.00542073836542547,0.105207691822107,-0.402128330553358
"18",-0.469191607530695,-0.521044503172694,0.482493110660875,0.00542073836542547,0.105207691822107,-0.402128330553358
"19",-0.397006978444008,-0.511688916948172,0.725593933081844,0.00542073836542547,0.105207691822107,-0.402128330553358
"20",-0.324825741970429,-0.5082868855938,0.81123073804681,0.00542073836542547,0.105207691822107,-0.402128330553358
"21",-0.252641112883742,-0.417197496080499,0.740325815685141,0.00542073836542547,0.105207691822107,-0.402128330553358
"22",-0.180456483797056,-0.417197496080499,0.627979736168398,0.00542073836542547,0.105207691822107,-0.402128330553358
"23",-0.108275247323476,-0.417197496080499,0.610487173043642,0.00542073836542547,0.105207691822107,-0.402128330553358
"24",-0.0360906182367896,-0.385700355791275,0.609564882914276,0.00542073836542547,0.105207691822107,-0.402128330553358
"25",0.0360906182367898,-0.417197496080499,0.557081003673369,0.00542073836542547,0.105207691822107,-0.402128330553358
